commodity,market,district,modal_price
Green Chilli,Anaiyur (Uzhavar Sandhai ) APMC,Madurai,5000.0
Ginger (Green),Anaiyur (Uzhavar Sandhai ) APMC,Madurai,8500.0
Elephant Yam (Suran)/Amorphophallus,Anaiyur (Uzhavar Sandhai ) APMC,Madurai,3800.0
Drumstick,Anaiyur (Uzhavar Sandhai ) APMC,Madurai,11000.0
Coriander (Leaves),Anaiyur (Uzhavar Sandhai ) APMC,Madurai,5250.0
Colacasia,Anaiyur (Uzhavar Sandhai ) APMC,Madurai,4750.0
Coconut,Anaiyur (Uzhavar Sandhai ) APMC,Madurai,6750.0
Carrot,Anaiyur (Uzhavar Sandhai ) APMC,Madurai,3750.0
Capsicum,Anaiyur (Uzhavar Sandhai ) APMC,Madurai,7500.0
Arhar (Tur/Red Gram)(Whole),Krishnagiri (Uzhavar Sandhai ) APMC,Krishnagiri,4250.0
Pumpkin,Kaveripattinam (Uzhavar Sandhai ) APMC,Krishnagiri,2000.0
Potato,Kaveripattinam (Uzhavar Sandhai ) APMC,Krishnagiri,3750.0
Onion,Kaveripattinam (Uzhavar Sandhai ) APMC,Krishnagiri,2750.0
Brinjal,Hosur (Uzhavar Sandhai ) APMC,Krishnagiri,2750.0
Bhindi (Ladies Finger),Hosur (Uzhavar Sandhai ) APMC,Krishnagiri,4250.0
Beetroot,Hosur (Uzhavar Sandhai ) APMC,Krishnagiri,1750.0
Beans,Hosur (Uzhavar Sandhai ) APMC,Krishnagiri,4750.0
Banana,Hosur (Uzhavar Sandhai ) APMC,Krishnagiri,7500.0
Tomato,Denkanikottai (Uzhavar Sandhai ) APMC,Krishnagiri,1750.0
Raddish,Denkanikottai (Uzhavar Sandhai ) APMC,Krishnagiri,2750.0
Papaya,Denkanikottai (Uzhavar Sandhai ) APMC,Krishnagiri,2750.0
Onion Green,Denkanikottai (Uzhavar Sandhai ) APMC,Krishnagiri,4250.0
Green Chilli,Denkanikottai (Uzhavar Sandhai ) APMC,Krishnagiri,6750.0
Green Avare (W),Denkanikottai (Uzhavar Sandhai ) APMC,Krishnagiri,4750.0
Ginger (Green),Denkanikottai (Uzhavar Sandhai ) APMC,Krishnagiri,7500.0
Cucumbar (Kheera),Denkanikottai (Uzhavar Sandhai ) APMC,Krishnagiri,1250.0
Cluster beans,Denkanikottai (Uzhavar Sandhai ) APMC,Krishnagiri,5250.0
Carrot,Denkanikottai (Uzhavar Sandhai ) APMC,Krishnagiri,2750.0
Capsicum,Denkanikottai (Uzhavar Sandhai ) APMC,Krishnagiri,6750.0
Bitter gourd,Denkanikottai (Uzhavar Sandhai ) APMC,Krishnagiri,3750.0
Beetroot,Denkanikottai (Uzhavar Sandhai ) APMC,Krishnagiri,1750.0
Banana - Green,Denkanikottai (Uzhavar Sandhai ) APMC,Krishnagiri,4250.0
Cabbage,Hosur (Uzhavar Sandhai ) APMC,Krishnagiri,1250.0
Apple,Anna nagar (Uzhavar Sandhai ) APMC,Madurai,19000.0
Carrot,Hosur (Uzhavar Sandhai ) APMC,Krishnagiri,2750.0
Elephant Yam (Suran)/Amorphophallus,Hosur (Uzhavar Sandhai ) APMC,Krishnagiri,4750.0
Lemon,Kaveripattinam (Uzhavar Sandhai ) APMC,Krishnagiri,5000.0
Green Chilli,Kaveripattinam (Uzhavar Sandhai ) APMC,Krishnagiri,4500.0
Cluster beans,Kaveripattinam (Uzhavar Sandhai ) APMC,Krishnagiri,4000.0
Bitter gourd,Kaveripattinam (Uzhavar Sandhai ) APMC,Krishnagiri,4500.0
Beans,Kaveripattinam (Uzhavar Sandhai ) APMC,Krishnagiri,4500.0
Banana - Green,Kaveripattinam (Uzhavar Sandhai ) APMC,Krishnagiri,2500.0
Tomato,Hosur (Uzhavar Sandhai ) APMC,Krishnagiri,1750.0
Tapioca,Hosur (Uzhavar Sandhai ) APMC,Krishnagiri,4750.0
Tamarind Fruit,Hosur (Uzhavar Sandhai ) APMC,Krishnagiri,14000.0
Sweet Potato,Hosur (Uzhavar Sandhai ) APMC,Krishnagiri,3750.0
Snakeguard,Hosur (Uzhavar Sandhai ) APMC,Krishnagiri,3750.0
Pumpkin,Hosur (Uzhavar Sandhai ) APMC,Krishnagiri,1750.0
Papaya,Hosur (Uzhavar Sandhai ) APMC,Krishnagiri,2750.0
Onion,Hosur (Uzhavar Sandhai ) APMC,Krishnagiri,2750.0
Mint (Pudina),Hosur (Uzhavar Sandhai ) APMC,Krishnagiri,2750.0
Lemon,Hosur (Uzhavar Sandhai ) APMC,Krishnagiri,6500.0
Knool Khol,Hosur (Uzhavar Sandhai ) APMC,Krishnagiri,2250.0
Karbuja (Musk Melon),Hosur (Uzhavar Sandhai ) APMC,Krishnagiri,4750.0
Green Peas,Hosur (Uzhavar Sandhai ) APMC,Krishnagiri,4500.0
Cowpea (Veg),Hosur (Uzhavar Sandhai ) APMC,Krishnagiri,3750.0
Yam (Ratalu),Avallapalli (Uzhavar Sandhai ) APMC,Krishnagiri,4250.0
Banana - Green,Anna nagar (Uzhavar Sandhai ) APMC,Madurai,2750.0
Bitter gourd,Anna nagar (Uzhavar Sandhai ) APMC,Madurai,4250.0
Yam (Ratalu),Melur (Uzhavar Sandhai ) APMC,Madurai,4750.0
Thondekai,Melur (Uzhavar Sandhai ) APMC,Madurai,4250.0
Tapioca,Melur (Uzhavar Sandhai ) APMC,Madurai,2750.0
Raddish,Melur (Uzhavar Sandhai ) APMC,Madurai,2250.0
Papaya,Melur (Uzhavar Sandhai ) APMC,Madurai,3800.0
Onion Green,Melur (Uzhavar Sandhai ) APMC,Madurai,3750.0
Lemon,Melur (Uzhavar Sandhai ) APMC,Madurai,6000.0
Guava,Melur (Uzhavar Sandhai ) APMC,Madurai,7500.0
Banana - Green,Palanganatham (Uzhavar Sandhai ) APMC,Madurai,1750.0
Green Chilli,Melur (Uzhavar Sandhai ) APMC,Madurai,5000.0
Elephant Yam (Suran)/Amorphophallus,Melur (Uzhavar Sandhai ) APMC,Madurai,3800.0
Cucumbar (Kheera),Melur (Uzhavar Sandhai ) APMC,Madurai,3500.0
Colacasia,Melur (Uzhavar Sandhai ) APMC,Madurai,4750.0
Cluster beans,Melur (Uzhavar Sandhai ) APMC,Madurai,4250.0
Chikoos (Sapota),Melur (Uzhavar Sandhai ) APMC,Madurai,4500.0
Bhindi (Ladies Finger),Melur (Uzhavar Sandhai ) APMC,Madurai,5000.0
Banana,Melur (Uzhavar Sandhai ) APMC,Madurai,3500.0
Ashgourd,Melur (Uzhavar Sandhai ) APMC,Madurai,2200.0
Green Avare (W),Melur (Uzhavar Sandhai ) APMC,Madurai,4650.0
Beetroot,Palanganatham (Uzhavar Sandhai ) APMC,Madurai,3000.0
Bhindi (Ladies Finger),Palanganatham (Uzhavar Sandhai ) APMC,Madurai,5000.0
Cabbage,Palanganatham (Uzhavar Sandhai ) APMC,Madurai,2250.0
Ridgeguard (Tori),Thirumangalam (Uzhavar Sandhai ) APMC,Madurai,4750.0
Onion,Thirumangalam (Uzhavar Sandhai ) APMC,Madurai,2700.0
Lemon,Thirumangalam (Uzhavar Sandhai ) APMC,Madurai,6000.0
Elephant Yam (Suran)/Amorphophallus,Thirumangalam (Uzhavar Sandhai ) APMC,Madurai,3800.0
Coconut,Thirumangalam (Uzhavar Sandhai ) APMC,Madurai,6750.0
Cluster beans,Thirumangalam (Uzhavar Sandhai ) APMC,Madurai,4350.0
Bhindi (Ladies Finger),Thirumangalam (Uzhavar Sandhai ) APMC,Madurai,5000.0
Soyabean,Palanganatham (Uzhavar Sandhai ) APMC,Madurai,4050.0
Snakeguard,Palanganatham (Uzhavar Sandhai ) APMC,Madurai,7500.0
Raddish,Palanganatham (Uzhavar Sandhai ) APMC,Madurai,2250.0
Pumpkin,Palanganatham (Uzhavar Sandhai ) APMC,Madurai,1900.0
Pomegranate,Palanganatham (Uzhavar Sandhai ) APMC,Madurai,21000.0
Mint (Pudina),Palanganatham (Uzhavar Sandhai ) APMC,Madurai,2750.0
Mashrooms,Palanganatham (Uzhavar Sandhai ) APMC,Madurai,21250.0
Guava,Palanganatham (Uzhavar Sandhai ) APMC,Madurai,7500.0
Ginger (Green),Palanganatham (Uzhavar Sandhai ) APMC,Madurai,8500.0
Colacasia,Palanganatham (Uzhavar Sandhai ) APMC,Madurai,5250.0
Coconut,Palanganatham (Uzhavar Sandhai ) APMC,Madurai,6650.0
Cluster beans,Palanganatham (Uzhavar Sandhai ) APMC,Madurai,4250.0
Turnip,Chokkikulam (Uzhavar Sandhai ) APMC,Madurai,3500.0
Tomato,Chokkikulam (Uzhavar Sandhai ) APMC,Madurai,1900.0
Thondekai,Chokkikulam (Uzhavar Sandhai ) APMC,Madurai,4250.0
Tapioca,Chokkikulam (Uzhavar Sandhai ) APMC,Madurai,2750.0
Soyabean,Anna nagar (Uzhavar Sandhai ) APMC,Madurai,10000.0
Rose (Local),Anna nagar (Uzhavar Sandhai ) APMC,Madurai,10000.0
Pumpkin,Anna nagar (Uzhavar Sandhai ) APMC,Madurai,1750.0
Onion,Anna nagar (Uzhavar Sandhai ) APMC,Madurai,2750.0
Mousambi (Sweet Lime),Anna nagar (Uzhavar Sandhai ) APMC,Madurai,5600.0
Marigold (Calcutta),Anna nagar (Uzhavar Sandhai ) APMC,Madurai,14000.0
Mango (Raw-Ripe),Anna nagar (Uzhavar Sandhai ) APMC,Madurai,13000.0
Knool Khol,Anna nagar (Uzhavar Sandhai ) APMC,Madurai,3200.0
Indian Beans (Seam),Anna nagar (Uzhavar Sandhai ) APMC,Madurai,4500.0
Green Chilli,Anna nagar (Uzhavar Sandhai ) APMC,Madurai,5250.0
Green Avare (W),Anna nagar (Uzhavar Sandhai ) APMC,Madurai,5500.0
Grapes,Anna nagar (Uzhavar Sandhai ) APMC,Madurai,9500.0
Ginger (Green),Anna nagar (Uzhavar Sandhai ) APMC,Madurai,8500.0
Coriander (Leaves),Anna nagar (Uzhavar Sandhai ) APMC,Madurai,5250.0
Coconut,Anna nagar (Uzhavar Sandhai ) APMC,Madurai,6650.0
Chili Red,Anna nagar (Uzhavar Sandhai ) APMC,Madurai,20000.0
Capsicum,Anna nagar (Uzhavar Sandhai ) APMC,Madurai,7000.0
Cabbage,Anna nagar (Uzhavar Sandhai ) APMC,Madurai,2250.0
Brinjal,Anna nagar (Uzhavar Sandhai ) APMC,Madurai,3500.0
Sweet Potato,Anna nagar (Uzhavar Sandhai ) APMC,Madurai,3500.0
Bhindi (Ladies Finger),Anna nagar (Uzhavar Sandhai ) APMC,Madurai,5250.0
Thondekai,Anna nagar (Uzhavar Sandhai ) APMC,Madurai,3500.0
Water Melon,Anna nagar (Uzhavar Sandhai ) APMC,Madurai,2500.0
Snakeguard,Chokkikulam (Uzhavar Sandhai ) APMC,Madurai,4250.0
Mashrooms,Chokkikulam (Uzhavar Sandhai ) APMC,Madurai,23750.0
Knool Khol,Chokkikulam (Uzhavar Sandhai ) APMC,Madurai,3200.0
Guava,Chokkikulam (Uzhavar Sandhai ) APMC,Madurai,7500.0
Green Peas,Chokkikulam (Uzhavar Sandhai ) APMC,Madurai,5750.0
Grapes,Chokkikulam (Uzhavar Sandhai ) APMC,Madurai,9000.0
Ginger (Green),Chokkikulam (Uzhavar Sandhai ) APMC,Madurai,8500.0
Garlic,Chokkikulam (Uzhavar Sandhai ) APMC,Madurai,24000.0
Cucumbar (Kheera),Chokkikulam (Uzhavar Sandhai ) APMC,Madurai,3500.0
Coriander (Leaves),Chokkikulam (Uzhavar Sandhai ) APMC,Madurai,5250.0
Colacasia,Chokkikulam (Uzhavar Sandhai ) APMC,Madurai,4750.0
Coconut,Chokkikulam (Uzhavar Sandhai ) APMC,Madurai,6750.0
Chow Chow,Chokkikulam (Uzhavar Sandhai ) APMC,Madurai,2200.0
Cauliflower,Chokkikulam (Uzhavar Sandhai ) APMC,Madurai,3500.0
Brinjal,Chokkikulam (Uzhavar Sandhai ) APMC,Madurai,3600.0
Beetroot,Chokkikulam (Uzhavar Sandhai ) APMC,Madurai,3300.0
Beans,Chokkikulam (Uzhavar Sandhai ) APMC,Madurai,6500.0
Banana - Green,Chokkikulam (Uzhavar Sandhai ) APMC,Madurai,2200.0
Ashgourd,Chokkikulam (Uzhavar Sandhai ) APMC,Madurai,2200.0
Tomato,Anna nagar (Uzhavar Sandhai ) APMC,Madurai,2200.0
Snakeguard,Periyar Nagar (Uzhavar Sandhai ) APMC,Erode,2200.0
Tomato,Avallapalli (Uzhavar Sandhai ) APMC,Krishnagiri,1750.0
Raddish,Avallapalli (Uzhavar Sandhai ) APMC,Krishnagiri,2750.0
Mashrooms,Kallakurichi (Uzhavar Sandhai ) APMC,Kallakuruchi,20000.0
Guava,Kallakurichi (Uzhavar Sandhai ) APMC,Kallakuruchi,5000.0
Green Peas,Kallakurichi (Uzhavar Sandhai ) APMC,Kallakuruchi,6000.0
Elephant Yam (Suran)/Amorphophallus,Kallakurichi (Uzhavar Sandhai ) APMC,Kallakuruchi,4000.0
Coriander (Leaves),Kallakurichi (Uzhavar Sandhai ) APMC,Kallakuruchi,6000.0
Coconut,Kallakurichi (Uzhavar Sandhai ) APMC,Kallakuruchi,6000.0
Chikoos (Sapota),Kallakurichi (Uzhavar Sandhai ) APMC,Kallakuruchi,4000.0
Cabbage,Kallakurichi (Uzhavar Sandhai ) APMC,Kallakuruchi,5000.0
Mint (Pudina),Kallakurichi (Uzhavar Sandhai ) APMC,Kallakuruchi,3000.0
Bottle gourd,Kallakurichi (Uzhavar Sandhai ) APMC,Kallakuruchi,2000.0
Banana - Green,Kallakurichi (Uzhavar Sandhai ) APMC,Kallakuruchi,3000.0
Amla (Nelli Kai),Kallakurichi (Uzhavar Sandhai ) APMC,Kallakuruchi,8000.0
Tapioca,Thalavadi (Uzhavar Sandhai ) APMC,Erode,2750.0
Snakeguard,Thalavadi (Uzhavar Sandhai ) APMC,Erode,3300.0
Papaya,Thalavadi (Uzhavar Sandhai ) APMC,Erode,2200.0
Lemon,Thalavadi (Uzhavar Sandhai ) APMC,Erode,6250.0
Green Chilli,Thalavadi (Uzhavar Sandhai ) APMC,Erode,3750.0
Cucumbar (Kheera),Thalavadi (Uzhavar Sandhai ) APMC,Erode,2400.0
Beans,Kallakurichi (Uzhavar Sandhai ) APMC,Kallakuruchi,7000.0
Ridgeguard (Tori),Kallakurichi (Uzhavar Sandhai ) APMC,Kallakuruchi,5000.0
Snakeguard,Kallakurichi (Uzhavar Sandhai ) APMC,Kallakuruchi,4000.0
Sweet Potato,Kallakurichi (Uzhavar Sandhai ) APMC,Kallakuruchi,5000.0
Beetroot,Kundrathur (Uzhavar Sandhai ) APMC,Kancheepuram,2750.0
Tomato,Kancheepuram (Uzhavar Sandhai ) APMC,Kancheepuram,2000.0
Snakeguard,Kancheepuram (Uzhavar Sandhai ) APMC,Kancheepuram,4500.0
Cauliflower,Kancheepuram (Uzhavar Sandhai ) APMC,Kancheepuram,2750.0
Cabbage,Kancheepuram (Uzhavar Sandhai ) APMC,Kancheepuram,2100.0
Bitter gourd,Kancheepuram (Uzhavar Sandhai ) APMC,Kancheepuram,4000.0
Bhindi (Ladies Finger),Kancheepuram (Uzhavar Sandhai ) APMC,Kancheepuram,3500.0
Beans,Kancheepuram (Uzhavar Sandhai ) APMC,Kancheepuram,5500.0
Tender Coconut,Sankarapuram (Uzhavar Sandhai ) APMC,Kallakuruchi,3000.0
Pumpkin,Sankarapuram (Uzhavar Sandhai ) APMC,Kallakuruchi,2500.0
Potato,Sankarapuram (Uzhavar Sandhai ) APMC,Kallakuruchi,4000.0
Mint (Pudina),Sankarapuram (Uzhavar Sandhai ) APMC,Kallakuruchi,3000.0
Mango (Raw-Ripe),Sankarapuram (Uzhavar Sandhai ) APMC,Kallakuruchi,8000.0
Indian Beans (Seam),Sankarapuram (Uzhavar Sandhai ) APMC,Kallakuruchi,5000.0
Cluster beans,Sankarapuram (Uzhavar Sandhai ) APMC,Kallakuruchi,5000.0
Bottle gourd,Sankarapuram (Uzhavar Sandhai ) APMC,Kallakuruchi,2000.0
Bitter gourd,Sankarapuram (Uzhavar Sandhai ) APMC,Kallakuruchi,5500.0
Bhindi (Ladies Finger),Sankarapuram (Uzhavar Sandhai ) APMC,Kallakuruchi,4000.0
Tomato,Kallakurichi (Uzhavar Sandhai ) APMC,Kallakuruchi,2000.0
Coconut,Thalavadi (Uzhavar Sandhai ) APMC,Erode,5600.0
Chow Chow,Thalavadi (Uzhavar Sandhai ) APMC,Erode,2000.0
Cauliflower,Thalavadi (Uzhavar Sandhai ) APMC,Erode,2600.0
Carrot,Thalavadi (Uzhavar Sandhai ) APMC,Erode,3900.0
Ginger (Green),Sampath Nagar (Uzhavar Sandhai ) APMC,Erode,6750.0
Drumstick,Sampath Nagar (Uzhavar Sandhai ) APMC,Erode,6750.0
Coriander (Leaves),Sampath Nagar (Uzhavar Sandhai ) APMC,Erode,3750.0
Chow Chow,Sampath Nagar (Uzhavar Sandhai ) APMC,Erode,2200.0
Cabbage,Sampath Nagar (Uzhavar Sandhai ) APMC,Erode,1500.0
Banana - Green,Sampath Nagar (Uzhavar Sandhai ) APMC,Erode,3250.0
Ashgourd,Sampath Nagar (Uzhavar Sandhai ) APMC,Erode,2100.0
Amla (Nelli Kai),Sampath Nagar (Uzhavar Sandhai ) APMC,Erode,6250.0
Tender Coconut,Perundurai (Uzhavar Sandhai ) APMC,Erode,2900.0
Tapioca,Perundurai (Uzhavar Sandhai ) APMC,Erode,2750.0
Sweet Potato,Perundurai (Uzhavar Sandhai ) APMC,Erode,4350.0
Snakeguard,Perundurai (Uzhavar Sandhai ) APMC,Erode,2100.0
Onion,Perundurai (Uzhavar Sandhai ) APMC,Erode,2750.0
Cluster beans,Perundurai (Uzhavar Sandhai ) APMC,Erode,4100.0
Cabbage,Perundurai (Uzhavar Sandhai ) APMC,Erode,1800.0
Beetroot,Perundurai (Uzhavar Sandhai ) APMC,Erode,4350.0
Banana - Green,Perundurai (Uzhavar Sandhai ) APMC,Erode,2700.0
Ashgourd,Perundurai (Uzhavar Sandhai ) APMC,Erode,3800.0
Tender Coconut,Periyar Nagar (Uzhavar Sandhai ) APMC,Erode,3500.0
Green Peas,Sampath Nagar (Uzhavar Sandhai ) APMC,Erode,5750.0
Bitter gourd,Kundrathur (Uzhavar Sandhai ) APMC,Kancheepuram,4000.0
Guava,Sampath Nagar (Uzhavar Sandhai ) APMC,Erode,5250.0
Mousambi (Sweet Lime),Sampath Nagar (Uzhavar Sandhai ) APMC,Erode,5750.0
Bottle gourd,Thalavadi (Uzhavar Sandhai ) APMC,Erode,1150.0
Beans,Thalavadi (Uzhavar Sandhai ) APMC,Erode,4250.0
Water Melon,Sathiyamagalam (Uzhavar Sandhai ) APMC,Erode,2750.0
Snakeguard,Sathiyamagalam (Uzhavar Sandhai ) APMC,Erode,2750.0
Ridgeguard (Tori),Sathiyamagalam (Uzhavar Sandhai ) APMC,Erode,4250.0
Pumpkin,Sathiyamagalam (Uzhavar Sandhai ) APMC,Erode,1750.0
Papaya,Sathiyamagalam (Uzhavar Sandhai ) APMC,Erode,2150.0
Knool Khol,Sathiyamagalam (Uzhavar Sandhai ) APMC,Erode,6250.0
Elephant Yam (Suran)/Amorphophallus,Sathiyamagalam (Uzhavar Sandhai ) APMC,Erode,4250.0
Cabbage,Sathiyamagalam (Uzhavar Sandhai ) APMC,Erode,2250.0
Bottle gourd,Sathiyamagalam (Uzhavar Sandhai ) APMC,Erode,1300.0
Beans,Sathiyamagalam (Uzhavar Sandhai ) APMC,Erode,3750.0
Banana - Green,Sathiyamagalam (Uzhavar Sandhai ) APMC,Erode,3250.0
Turnip,Sampath Nagar (Uzhavar Sandhai ) APMC,Erode,3800.0
Pumpkin,Sampath Nagar (Uzhavar Sandhai ) APMC,Erode,1500.0
Pomegranate,Sampath Nagar (Uzhavar Sandhai ) APMC,Erode,22500.0
Papaya,Sampath Nagar (Uzhavar Sandhai ) APMC,Erode,2400.0
Onion Green,Sampath Nagar (Uzhavar Sandhai ) APMC,Erode,2150.0
Onion,Sampath Nagar (Uzhavar Sandhai ) APMC,Erode,2900.0
Mint (Pudina),Sampath Nagar (Uzhavar Sandhai ) APMC,Erode,3750.0
Tamarind Fruit,Avallapalli (Uzhavar Sandhai ) APMC,Krishnagiri,9500.0
Bottle gourd,Kundrathur (Uzhavar Sandhai ) APMC,Kancheepuram,2750.0
Grapes,Kundrathur (Uzhavar Sandhai ) APMC,Kancheepuram,8000.0
Banana - Green,Velayuthampalayam (Uzhavar Sandhai ) APMC,Karur,3600.0
Pumpkin,Pallapatti (Uzhavar Sandhai ) APMC,Karur,1750.0
Onion Green,Pallapatti (Uzhavar Sandhai ) APMC,Karur,2750.0
Lemon,Pallapatti (Uzhavar Sandhai ) APMC,Karur,4750.0
Coriander (Leaves),Pallapatti (Uzhavar Sandhai ) APMC,Karur,3750.0
Cluster beans,Pallapatti (Uzhavar Sandhai ) APMC,Karur,3750.0
Tapioca,Kulithalai (Uzhavar Sandhai ) APMC,Karur,3500.0
Raddish,Kulithalai (Uzhavar Sandhai ) APMC,Karur,2700.0
Beetroot,Velayuthampalayam (Uzhavar Sandhai ) APMC,Karur,4150.0
Pumpkin,Kulithalai (Uzhavar Sandhai ) APMC,Karur,2200.0
Onion Green,Kulithalai (Uzhavar Sandhai ) APMC,Karur,3250.0
Lemon,Kulithalai (Uzhavar Sandhai ) APMC,Karur,5750.0
Guava,Kulithalai (Uzhavar Sandhai ) APMC,Karur,4500.0
Green Peas,Kulithalai (Uzhavar Sandhai ) APMC,Karur,5500.0
Green Chilli,Kulithalai (Uzhavar Sandhai ) APMC,Karur,5250.0
Drumstick,Kulithalai (Uzhavar Sandhai ) APMC,Karur,11000.0
Cowpea (Veg),Kulithalai (Uzhavar Sandhai ) APMC,Karur,3250.0
Chow Chow,Kulithalai (Uzhavar Sandhai ) APMC,Karur,2900.0
Papaya,Kulithalai (Uzhavar Sandhai ) APMC,Karur,2750.0
Bitter gourd,Velayuthampalayam (Uzhavar Sandhai ) APMC,Karur,5000.0
Cabbage,Velayuthampalayam (Uzhavar Sandhai ) APMC,Karur,3600.0
Ginger (Green),Velayuthampalayam (Uzhavar Sandhai ) APMC,Karur,7500.0
Potato,Avallapalli (Uzhavar Sandhai ) APMC,Krishnagiri,2750.0
Onion,Avallapalli (Uzhavar Sandhai ) APMC,Krishnagiri,3250.0
Lemon,Avallapalli (Uzhavar Sandhai ) APMC,Krishnagiri,4750.0
Knool Khol,Avallapalli (Uzhavar Sandhai ) APMC,Krishnagiri,2250.0
Green Peas,Avallapalli (Uzhavar Sandhai ) APMC,Krishnagiri,4750.0
Green Chilli,Avallapalli (Uzhavar Sandhai ) APMC,Krishnagiri,6500.0
Drumstick,Avallapalli (Uzhavar Sandhai ) APMC,Krishnagiri,13000.0
Chow Chow,Avallapalli (Uzhavar Sandhai ) APMC,Krishnagiri,900.0
Cauliflower,Avallapalli (Uzhavar Sandhai ) APMC,Krishnagiri,2250.0
Capsicum,Avallapalli (Uzhavar Sandhai ) APMC,Krishnagiri,4500.0
Pumpkin,Vengamedu (Uzhavar Sandhai ) APMC,Karur,1850.0
Onion Green,Vengamedu (Uzhavar Sandhai ) APMC,Karur,3250.0
Mint (Pudina),Vengamedu (Uzhavar Sandhai ) APMC,Karur,3750.0
Lemon,Vengamedu (Uzhavar Sandhai ) APMC,Karur,6500.0
Elephant Yam (Suran)/Amorphophallus,Vengamedu (Uzhavar Sandhai ) APMC,Karur,3500.0
Coconut,Vengamedu (Uzhavar Sandhai ) APMC,Karur,5750.0
Bhindi (Ladies Finger),Vengamedu (Uzhavar Sandhai ) APMC,Karur,5250.0
Ashgourd,Vengamedu (Uzhavar Sandhai ) APMC,Karur,1750.0
Lemon,Velayuthampalayam (Uzhavar Sandhai ) APMC,Karur,6500.0
Betal Leaves,Kulithalai (Uzhavar Sandhai ) APMC,Karur,9000.0
Beans,Kulithalai (Uzhavar Sandhai ) APMC,Karur,3750.0
Water Melon,Karur (Uzhavar Sandhai ) APMC,Karur,1750.0
Tomato,Karur (Uzhavar Sandhai ) APMC,Karur,1750.0
Pumpkin,Padappai (Uzhavar Sandhai ) APMC,Kancheepuram,2000.0
Onion,Padappai (Uzhavar Sandhai ) APMC,Kancheepuram,2400.0
Green Avare (W),Padappai (Uzhavar Sandhai ) APMC,Kancheepuram,3500.0
Ginger (Green),Padappai (Uzhavar Sandhai ) APMC,Kancheepuram,7000.0
Cucumbar (Kheera),Padappai (Uzhavar Sandhai ) APMC,Kancheepuram,2500.0
Cauliflower,Padappai (Uzhavar Sandhai ) APMC,Kancheepuram,2500.0
Carrot,Padappai (Uzhavar Sandhai ) APMC,Kancheepuram,4000.0
Capsicum,Padappai (Uzhavar Sandhai ) APMC,Kancheepuram,5000.0
Cabbage,Padappai (Uzhavar Sandhai ) APMC,Kancheepuram,2250.0
Beans,Padappai (Uzhavar Sandhai ) APMC,Kancheepuram,3750.0
Banana - Green,Padappai (Uzhavar Sandhai ) APMC,Kancheepuram,2250.0
Amla (Nelli Kai),Padappai (Uzhavar Sandhai ) APMC,Kancheepuram,7000.0
Thondekai,Kundrathur (Uzhavar Sandhai ) APMC,Kancheepuram,4000.0
Raddish,Kundrathur (Uzhavar Sandhai ) APMC,Kancheepuram,2750.0
Pomegranate,Kundrathur (Uzhavar Sandhai ) APMC,Kancheepuram,16000.0
Papaya,Kundrathur (Uzhavar Sandhai ) APMC,Kancheepuram,3000.0
Knool Khol,Kundrathur (Uzhavar Sandhai ) APMC,Kancheepuram,3500.0
Green Chilli,Kundrathur (Uzhavar Sandhai ) APMC,Kancheepuram,3750.0
Green Avare (W),Kundrathur (Uzhavar Sandhai ) APMC,Kancheepuram,3750.0
Ashgourd,Sunguvarchatram (Uzhavar Sandhai ) APMC,Kancheepuram,2750.0
Coconut,Kundrathur (Uzhavar Sandhai ) APMC,Kancheepuram,4500.0
Banana - Green,Sunguvarchatram (Uzhavar Sandhai ) APMC,Kancheepuram,1750.0
Coconut,Sunguvarchatram (Uzhavar Sandhai ) APMC,Kancheepuram,4750.0
Snakeguard,Karur (Uzhavar Sandhai ) APMC,Karur,3750.0
Onion Green,Karur (Uzhavar Sandhai ) APMC,Karur,3250.0
Onion,Karur (Uzhavar Sandhai ) APMC,Karur,2750.0
Mint (Pudina),Karur (Uzhavar Sandhai ) APMC,Karur,3750.0
Indian Beans (Seam),Karur (Uzhavar Sandhai ) APMC,Karur,5750.0
Guava,Karur (Uzhavar Sandhai ) APMC,Karur,5750.0
Green Peas,Karur (Uzhavar Sandhai ) APMC,Karur,5750.0
Drumstick,Karur (Uzhavar Sandhai ) APMC,Karur,9750.0
Coriander (Leaves),Karur (Uzhavar Sandhai ) APMC,Karur,3750.0
Cauliflower,Karur (Uzhavar Sandhai ) APMC,Karur,2750.0
Cabbage,Karur (Uzhavar Sandhai ) APMC,Karur,3750.0
Bhindi (Ladies Finger),Karur (Uzhavar Sandhai ) APMC,Karur,5250.0
Banana - Green,Karur (Uzhavar Sandhai ) APMC,Karur,3750.0
Ashgourd,Karur (Uzhavar Sandhai ) APMC,Karur,1750.0
Amla (Nelli Kai),Karur (Uzhavar Sandhai ) APMC,Karur,6750.0
Pumpkin,Sunguvarchatram (Uzhavar Sandhai ) APMC,Kancheepuram,2250.0
Onion,Sunguvarchatram (Uzhavar Sandhai ) APMC,Kancheepuram,2750.0
Lemon,Sunguvarchatram (Uzhavar Sandhai ) APMC,Kancheepuram,3750.0
Cucumbar (Kheera),Sunguvarchatram (Uzhavar Sandhai ) APMC,Kancheepuram,3750.0
Bottle gourd,Sunguvarchatram (Uzhavar Sandhai ) APMC,Kancheepuram,2250.0
Coriander (Leaves),Udhagamandalam (Uzhavar Sandhai ) APMC,The Nilgiris,5500.0
